"Variable_name","Variable_type","Variable_label"
"awb1_2_sex_othr","character","Self describe your sex"
"awb1_2_gender_r4","haven_labelled","What is your gender?(How you would describe yourself)"
"awb1_2_gender_othr_r4","character","Self describe your gender"
"awb1_2_disability","haven_labelled","Do you have any physical/mental health conditions/illnesses?"
"awb1_2_disability_tme_a4","haven_labelled","Has your disability lasted/expected to last >=1 year?"
"awb1_2_disability_impct_a4","haven_labelled","Do your disabilities reduce your ability to carry out activities?"
"awb3_1_assets_1","haven_labelled","3 meals every day"
"awb3_1_assets_2","haven_labelled","A warm winter coat"
"awb3_1_assets_3","haven_labelled","Clothes that you think your friends like"
"awb3_1_assets_4","haven_labelled","Your own mobile phone"
"awb3_1_assets_5","haven_labelled","A computer, laptop or tablet with internet at home"
"awb3_1_assets_6","haven_labelled","At least one family holiday away from home in a typical year"
"awb3_1_assets_7","haven_labelled","A family car, van, or truck"
"awb3_1_assets_8","haven_labelled","A bedroom for yourself"
"awb3_1_assets_9","haven_labelled","A dishwasher at home"
"awb3_1_compare_frnds","haven_labelled","Would you say your family is richer compared to your friends?"
"awb3_1_money_wrry","haven_labelled","How often do you worry about how much money your family has?"
"awb3_1_warm_engh_a5","haven_labelled","Are you warm enough at home during winter?"
"awb3_1_save_mny_a5","haven_labelled","Parents have talked about cutting back to save money"
"awb3_1y_save_mny_a5___1","haven_labelled","Which of the following have your parents/guardians discussed cutting back on? (t"
"awb3_1y_save_mny_a5___2","haven_labelled","Which of the following have your parents/guardians discussed cutting back on? (t"
"awb3_1y_save_mny_a5___3","haven_labelled","Which of the following have your parents/guardians discussed cutting back on? (t"
"awb3_1y_save_mny_a5___4","haven_labelled","Which of the following have your parents/guardians discussed cutting back on? (t"
"awb3_1y_save_mny_a5___5","haven_labelled","Which of the following have your parents/guardians discussed cutting back on? (t"
"awb3_1y_save_mny_a5___6","haven_labelled","Which of the following have your parents/guardians discussed cutting back on? (t"
"awb3_1y_save_mny_othr_a5","character","Have your parents discussed cutting back on anything else?"
"awb3_2_hm_live","haven_labelled","How many homes do you live in?"
"awb3_2_homes_1_ppl___1","haven_labelled","Who lives in your first home? Select all that apply (choice=Mother)"
"awb3_2_homes_1_ppl___2","haven_labelled","Who lives in your first home? Select all that apply (choice=Father)"
"awb3_2_homes_1_ppl___3","haven_labelled","Who lives in your first home? Select all that apply (choice=Guardian)"
"awb3_2_homes_1_ppl___4","haven_labelled","Who lives in your first home? Select all that apply (choice=Foster carer)"
"awb3_2_homes_1_ppl___5","haven_labelled","Who lives in your first home? Select all that apply (choice=Step mother)"
"awb3_2_homes_1_ppl___6","haven_labelled","Who lives in your first home? Select all that apply (choice=Step father)"
"awb3_2_homes_1_ppl___7","haven_labelled","Who lives in your first home? Select all that apply (choice=Mothers partner)"
"awb3_2_homes_1_ppl___8","haven_labelled","Who lives in your first home? Select all that apply (choice=Fathers partner)"
"awb3_2_homes_1_ppl___9","haven_labelled","Who lives in your first home? Select all that apply (choice=Siblings)"
"awb3_2_homes_1_ppl___10","haven_labelled","Who lives in your first home? Select all that apply (choice=Auntie)"
"awb3_2_homes_1_ppl___11","haven_labelled","Who lives in your first home? Select all that apply (choice=Uncle)"
"awb3_2_homes_1_ppl___12","haven_labelled","Who lives in your first home? Select all that apply (choice=Grandmother)"
"awb3_2_homes_1_ppl___13","haven_labelled","Who lives in your first home? Select all that apply (choice=Grandfather)"
"awb3_2_homes_1_ppl___14","haven_labelled","Who lives in your first home? Select all that apply (choice=Cousins)"
"awb3_2_homes_1_ppl___15","haven_labelled","Who lives in your first home? Select all that apply (choice=Other)"
"awb3_2_homes_1_ppl_othr","character","Who lives in your second home? (choice = other)"
"awb3_2_homes_1_mthr_1","numeric","How many of your mothers live in this home?"
"awb3_2_homes_1_fthr_2","numeric","How many of your fathers live in this home?"
"awb3_2_homes_1_grd_3","numeric","How many of your guardians live in this home?"
"awb3_2_homes_1_fstcr_4","numeric","How many of your foster carers live in this home?"
"awb3_2_homes_1_stpm_5","numeric","How many of your step mothers live in this home?"
"awb3_2_homes_1_stpf_6","numeric","How manay of your step fathers live in this home?"
"awb3_2_homes_1_mthpt_7","numeric","How many of your mothers partners live in this home?"
"awb3_2_homes_1_fthpt_8","numeric","How many of your fathers partners live in this home?"
"awb3_2_homes_1_sib_9","numeric","How many of your siblings live in this home?"
"awb3_2_homes_1_ant_10","numeric","How many of your aunties live in this home?"
"awb3_2_homes_1_unc_11","numeric","How many of your uncles live in this home?"
"awb3_2_homes_1_gmthr_12","numeric","How many of your grandmothers live in this home?"
"awb3_2_homes_1_gfthr_13","numeric","How many of your grandfathers live in this home?"
"awb3_2_homes_1_cus_14","numeric","How many of your cousins live in this home?"
"awb3_2_homes_2_ppl___1","haven_labelled","Who lives in your second home?Select all that apply (choice=Mother)"
"awb3_2_homes_2_ppl___2","haven_labelled","Who lives in your second home?Select all that apply (choice=Father)"
"awb3_2_homes_2_ppl___3","haven_labelled","Who lives in your second home?Select all that apply (choice=Guardian)"
"awb3_2_homes_2_ppl___4","haven_labelled","Who lives in your second home?Select all that apply (choice=Foster carer)"
"awb3_2_homes_2_ppl___5","haven_labelled","Who lives in your second home?Select all that apply (choice=Step mother)"
"awb3_2_homes_2_ppl___6","haven_labelled","Who lives in your second home?Select all that apply (choice=Step father)"
"awb3_2_homes_2_ppl___7","haven_labelled","Who lives in your second home?Select all that apply (choice=Mothers partner)"
"awb3_2_homes_2_ppl___8","haven_labelled","Who lives in your second home?Select all that apply (choice=Fathers partner)"
"awb3_2_homes_2_ppl___9","haven_labelled","Who lives in your second home?Select all that apply (choice=Siblings)"
"awb3_2_homes_2_ppl___10","haven_labelled","Who lives in your second home?Select all that apply (choice=Auntie)"
"awb3_2_homes_2_ppl___11","haven_labelled","Who lives in your second home?Select all that apply (choice=Uncle)"
"awb3_2_homes_2_ppl___12","haven_labelled","Who lives in your second home?Select all that apply (choice=Grandmother)"
"awb3_2_homes_2_ppl___13","haven_labelled","Who lives in your second home?Select all that apply (choice=Grandfather)"
"awb3_2_homes_2_ppl___14","haven_labelled","Who lives in your second home?Select all that apply (choice=Cousins)"
"awb3_2_homes_2_ppl___15","haven_labelled","Who lives in your second home?Select all that apply (choice=Other)"
"awb3_2_homes_2_ppl_othr","character","Who lives in your first home? (choice = other)"
"awb3_2_homes_2_mthr_1","numeric","How many of your mothers live in this home?"
"awb3_2_homes_2_fthr_2","numeric","How many of your fathers live in this home?"
"awb3_2_homes_2_grd_3","numeric","How many of your guardians live in this home?"
"awb3_2_homes_2_fstcr_4","numeric","How many of your foster carers live in this home?"
"awb3_2_homes_2_stpm_5","numeric","How many of your step mothers live in this home?"
"awb3_2_homes_2_stpf_6","numeric","How many of your step fathers live in this home?"
"awb3_2_homes_2_mthpt_7","numeric","How many of your mothers partners live in this home?"
"awb3_2_homes_2_fthpt_8","numeric","How many of your fathers partners live in this home?"
"awb3_2_homes_2_ppl_sib_9","numeric","How many of your siblings live in this home?"
"awb3_2_homes_2_ant_10","numeric","How many of your aunties live in this home?"
"awb3_2_homes_2_ppl_unc_11","numeric","How many of your uncles live in this home?"
"awb3_2_homes_2_gmthr_12","numeric","How many of your grandmothers live in this home?"
"awb3_2_homes_2_gfthr_13","numeric","How many of your grandfathers live in this home?"
"awb3_2_homes_2_cus_14","numeric","How many of your cousins live in this home?"
"awb_2_6_family_brth_n_a5","haven_labelled","Select your birth order. I am..."
"awb2_6_family_rltnshp_1_a5","haven_labelled","How often does your family get along together?"
"awb2_6_family_rltnshp_2_a5","haven_labelled","How often do you get along with your brothers, sisters and other young people yo"
"awb3_3_home_1_jb","haven_labelled","Do any of the adults looking after you in your first home have a job?"
"awb3_3_home_1_jb_relatn_1","haven_labelled","What is their relation to you?"
"awb3_3_home_1_jb_othr_1","character","What is their relation to you? (Choice = Other)"
"awb3_3_home_1_jb_work_1","character","What is Adult 1 place of work?"
"awb3_3_home_1_jb_job_1","character","What job does Adult 1 do?"
"awb3_3_home_1_jb_relatn_2","haven_labelled","What is their relation to you?"
"awb3_3_home_1_jb_othr_2","character","What is their relation to you? (Choice = Other)"
"awb3_3_home_1_jb_work_2","character","What is their place of work?"
"awb3_3_home_1_jb_job_2","character","What job do they do?"
"awb3_3_home_1_jb_relatn_3","haven_labelled","What is their relation to you?"
"awb3_3_home_1_jb_othr_3","character","What is their relation to you? (Choice = Other)"
"awb3_3_home_1_jb_work_3","character","What is their place of work?"
"awb3_3_home_1_jb_job_3","character","What job do they do?"
"awb3_3_home_1_jb_no___1","haven_labelled","Why do the adults in your first home not have a job? Please tick all that apply."
"awb3_3_home_1_jb_no___2","haven_labelled","Why do the adults in your first home not have a job? Please tick all that apply."
"awb3_3_home_1_jb_no___3","haven_labelled","Why do the adults in your first home not have a job? Please tick all that apply."
"awb3_3_home_1_jb_no___4","haven_labelled","Why do the adults in your first home not have a job? Please tick all that apply."
"awb3_3_home_2_jb","haven_labelled","Do any of the adults looking after you in your second home have a job?"
"awb3_3_home_2_jb_relatn_1","haven_labelled","What is their relation to you?"
"awb3_3_home_2_jb_othr_1","character","What other relation is Adult 1 to you?"
"awb3_3_home_2_jb_work_1","character","What is Adult 1 place of work?"
"awb3_3_home_2_jb_job_1","character","What job does Adult 1 do?"
"awb3_3_home_2_jb_relatn_2","haven_labelled","What is their relation to you?"
"awb3_3_home_2_jb_othr_2","character","What other relation is Adult 2 to you?"
"awb3_3_home_2_jb_work_2","character","What is Adult 2 place of work?"
"awb3_3_home_2_jb_job_2","character","What job does Adult 2 do?"
"awb3_3_home_2_jb_relatn_3","haven_labelled","What is their relation to you?"
"awb3_3_home_2_jb_othr_3","character","What other relation is Adult 3 to you?"
"awb3_3_home_2_jb_work_3","character","What is Adult 3 place of work?"
"awb3_3_home_2_jb_job_3","character","What job does Adult 3 do?"
"awb3_3_home_2_jb_no___1","haven_labelled","Why do the adults in your second home not have a job?   Please tick all that app"
"awb3_3_home_2_jb_no___2","haven_labelled","Why do the adults in your second home not have a job?   Please tick all that app"
"awb3_3_home_2_jb_no___3","haven_labelled","Why do the adults in your second home not have a job?   Please tick all that app"
"awb3_3_home_2_jb_no___4","haven_labelled","Why do the adults in your second home not have a job?   Please tick all that app"
"awb3_4_personal_assts_1","haven_labelled","Regular pocket money or allowance"
"awb3_4_personal_assts_2","haven_labelled","Money from doing chores or babysitting for family or relatives"
"awb3_4_personal_assts_3","haven_labelled","Money from working in the family business"
"awb3_4_personal_assts_4","haven_labelled","Money from a paid job"
"awb3_4_personal_assts_5","haven_labelled","Given money by parents when I need it"
"awb3_4_personal_assts_6","haven_labelled","I never get any money to spend on myself"
"awb3_4_personal_assts_7","haven_labelled","Other source"
"awb3_4_prsnl_assts_7_othr","character","Do you get money to spend on yourself? (Choice = Other source)"
"aw3_5_food_1","haven_labelled","We cant get the food we want because there is not enough money"
"aw3_5_food_2","haven_labelled","I worry about not having enough to eat"
"aw3_5_food_3","haven_labelled","I worry about how hard it is for my parents to get enough food for us"
"aw3_5_food_4","haven_labelled","I feel hungry because there is not enough food to eat"
"aw3_5_food_5","haven_labelled","I try not to eat a lot so that our food will last"
"aw3_6_comparison_1","haven_labelled","If I don't strive to achieve I'll be seen as inferior to others"
"aw3_6_comparison_2","haven_labelled","People compare me to others to see if I match up"
"aw3_6_comparison_3","haven_labelled","Others will accept me even if I fail"
"awb3_7_prsnl_sfty_1","haven_labelled","Your safety when going out after dark"
"awb3_7_prsnl_sfty_2","haven_labelled","Your safety when going out during the day"
"awb3_7_prsnl_sfty_3","haven_labelled","Your safety at school"
"awb3_7_prsnl_sfty_4","haven_labelled","Your safety when going to and from school"
"awb3_7_violence","haven_labelled","Have you been victim of violence in past 1yr?"
"aw3_7_decisions","haven_labelled","I can influence decisions affecting my local area"
"awb3_activities_1_r5","haven_labelled","Go to a party, dance, house party or nightclub"
"awb3_activities_2_r5","haven_labelled","Go to watch live sport (for example at a stadium)"
"awb3_activities_3_r5","haven_labelled","Sing, play an instrument, or make music (either on your own or as part of a choi"
"awb3_activities_4_r5","haven_labelled","Go to a live music concert or gig"
"awb3_activities_5_r5","haven_labelled","Go to some other type of live performance, such as a play, pantomime, opera, dan"
"awb3_activities_6_r5","haven_labelled","Read for enjoyment"
"awb3_activities_7_r5","haven_labelled","Go to youth clubs"
"awb3_activities_8_r5","haven_labelled","Go to explorer scouts/ senior guides."
"awb3_activities_9_r5","haven_labelled","Go to a library"
"awb3_activities_10_r5","haven_labelled","Go to museums or galleries, visit a historic place or stately home"
"awb3_activities_11_r5","haven_labelled","Do voluntary, charity or community work"
"awb3_activities_12_r5","haven_labelled","Go to a political meeting, march, rally or demonstration"
"awb3_activities_13_r5","haven_labelled","Attend a religious service or event"
"awb3_activities_14_r5","haven_labelled","Participate in a poetry/spoken word session"
"awb3_activities_15_r5","haven_labelled","Do creative writing (outside of school or work)"
"awb3_activities_16_r5","haven_labelled","Take part in theatre, dance, circus, or other performance activities"
"awb3_activities_17_r5","haven_labelled","Make your own drawing, painting, sculpture, or other artwork (things that are ma"
"awb3_activities_18_r5","haven_labelled","Make your own graphic designs, photographs, or films/videos (things that are mad"
"awb3_4_activities_othr","character","Do you do any cultural activities you'd like to tell us about?"
"awb3_4_motivation___1","haven_labelled","What motivates you to participate in artistic or cultural activities? You can ch"
"awb3_4_motivation___2","haven_labelled","What motivates you to participate in artistic or cultural activities? You can ch"
"awb3_4_motivation___3","haven_labelled","What motivates you to participate in artistic or cultural activities? You can ch"
"awb3_4_motivation___4","haven_labelled","What motivates you to participate in artistic or cultural activities? You can ch"
"awb3_4_motivation___5","haven_labelled","What motivates you to participate in artistic or cultural activities? You can ch"
"awb3_4_motivation___6","haven_labelled","What motivates you to participate in artistic or cultural activities? You can ch"
"awb3_4y_motivation","character","What motivates you to participate in activities? (Choice = Other)"
"awb3_4_restriction___1","haven_labelled","Not enough time to do activities"
"awb3_4_restriction___2","haven_labelled","It's too expensive to do activities"
"awb3_4_restriction___3","haven_labelled","Health problems prevent me from doing activities"
"awb3_4_restriction___4","haven_labelled","No facilities for artistic activities in local area"
"awb3_4_restriction___5","haven_labelled","Can't find information about activities on offer"
"awb3_4_restriction___6","haven_labelled","The closest facilities for activities are far away"
"awb3_4_restriction___7","haven_labelled","I'm not interested in the art activities"
"awb3_4_restriction___8","haven_labelled","Other reason for not doing activities"
"awb3_4y_restriction","character","Why don't you participate in activities that you want to? (Choice = Other)"
"awb3_4_act_1","haven_labelled","First artistic activity done in past month"
"awb3_4_act_1_who","haven_labelled","Who are you doing this activity with?"
"awb3_4_act_1_who_othr","character","Who are you doing this activity with? (choice = other)"
"awb3_4_act_1_where","haven_labelled","Where do you go to do this activity?"
"awb3_4_act_1_where_othr","character","Where do you do this activity? (Choice = other)"
"awb3_4_act_2","haven_labelled","Second artistic activity done in past month"
"awb3_4_act_2_who","haven_labelled","Who are you doing this activity with?"
"awb3_4_act_2_who_othr","character","Who are you doing this activity with? (choice = other)"
"awb3_4_act_2_where","haven_labelled","Where do you go to do this activity?"
"awb3_4_act_2_where_othr","character","Where do you do this activity? (Choice = other)"
"awb3_4_act_3","haven_labelled","Third artistic activity done in past month"
"awb3_4_act_3_who","haven_labelled","Who are you doing this activity with?"
"awb3_4_act_3_who_othr","character","Who are you doing this activity with? (choice = other)"
"awb3_4_act_3_where","haven_labelled","Where do you go to do this activity?"
"awb3_4_act_3_where_othr","character","Where do you do this activity? (Choice = other)"
"awb3_4_talent_in_arts___1","haven_labelled","Strongly disagree I have great talent in artistic activities"
"awb3_4_talent_in_arts___2","haven_labelled","Disagree I have great talent in artistic activities"
"awb3_4_talent_in_arts___3","haven_labelled","Neither agree/disagree I have great talent in artistic activities"
"awb3_4_talent_in_arts___4","haven_labelled","Agree I have great talent in artistic activities"
"awb3_4_talent_in_arts___5","haven_labelled","Strongly agree I have great talent in artistic activities"
"awb3_4_talent_in_arts_r8","haven_labelled","How much do you agree with the following statement?   I have great talent in art"
"aw1_2_years_lvd_r4","haven_labelled","How many years have you lived in the UK?"
"awb1_2_ethnicity_arb_r4","haven_labelled","Arab"
"awb2_6_family_brth_n_a5","haven_labelled","Select your birth order. I am..."
"awb3_4_talent_in_arts","haven_labelled","How much do you agree with the following statement? I have a great talent in art"
"awb3_1y_save_mny_a5","haven_labelled","-1"
"fas_total","numeric","Family Affluence Scale (FAS) (higher = more affluent)"
"fas_nas","numeric","Family Affluence Scale (FAS) NAs"
"fas_missing","numeric","Family Affluence Scale (FAS) missing"
"fas_cat","haven_labelled","Family Affluence Scale (FAS) categorical"
"own_fin_total","numeric","Own Financial Resources (higher = more sources)"
"own_fin_nas","numeric","Own Financial Resources NAs"
"own_fin_missing","numeric","Own Financial Resources missing"
"food_avail_total","numeric","Food Availability (higher = more food insecurity)"
"food_avail_nas","numeric","Food Availability NAs"
"food_avail_missing","numeric","Food Availability missing"
"sais_total","numeric","Striving to Avoid Inferiority Scale (higher = greater inferiority avoidance)"
"sais_nas","numeric","Striving to Avoid Inferiority Scale (SAIS) NAs"
"sais_missing","numeric","Striving to Avoid Inferiority Scale (SAIS) missing"
"sais_mean","numeric","Striving to Avoid Inferiority Scale (SAIS) mean"
