"Variable_name","Variable_type","Variable_label"
"awb2_12_eat_hbt_10_a5","haven_labelled","How many days do you eat an unusually large amount of food in one go?"
"awb2_12_wght_1_a5","haven_labelled","Has your weight influenced how you judge yourself in past 7 days?"
"awb2_12_wght_2_a5","haven_labelled","How dissatisfied have you been with your weight in past 7 days?"
"awb5_1_oral_hlth_1","haven_labelled","How often do you brush your teeth?"
"awb5_1_oral_hlth_2","haven_labelled","How many times did you clean your teeth yesterday?"
"awb5_1_oral_hlth_3","haven_labelled","Do you have a dentist you see every 6 months or so?"
"awb5_1_oral_hlth_4","haven_labelled","Why did you go to the dentist last time?"
"awb5_1_oral_hlth_5","character","Why did you last go to the dentist? Describe"
"awb4_4_sex","haven_labelled","What is your sex? The biological sex on your birth certificate"
"awb4_4_sex_othr","character","What is your sex? Describe"
"awb4_4_growth_sprt","haven_labelled","How would you describe a growth spurt?"
"awb4_4_body_hr","haven_labelled","How would you describe the growth of your body hair?"
"awb4_4_skin","haven_labelled","How would you describe the changes to your skin?"
"awb4_4by_gendersex_m","haven_labelled","How would you describe your voice?"
"awb4_4y_gendersex_m_1","haven_labelled","How would you describe the growth of your facial hair?"
"awb4_4y_gendersex_f_1","haven_labelled","How would you describe the growth of your breasts?"
"awb4_4y_gendersex_f_2","haven_labelled","Have you started your periods?"
"awb4_4y_gendersex_y_f_2","numeric","How old were you when you had your first period?"
"awb4_4y_ph_otherq","character","If you could ask teenagers in Bradford about health, what would it be?"
"awb5_1_cigs_a5","haven_labelled","Have you ever smoked cigarettes? (not including vape/e-cigarettes)"
"awb5_1_cigs2_a5","haven_labelled","If yes, how often do you smoke cigarettes?"
"awb5_3_smoke","numeric","How old were you when you first tried smoking a cigarette?"
"awb5_2_evr_vaped_a5","haven_labelled","Have you ever vaped/used an e-cigerette?"
"awb5_2_vape_r4","haven_labelled","Which vaping habit best describes you?"
"awb5_2_smokevape_prnt","haven_labelled","Do your parents/carers smoke/vape at all?"
"aw5_2_vape_prnt","haven_labelled","Does anyone smoke/vape indoors at home in rooms you use?"
"awb5_2_alcohol","haven_labelled","Have you ever had an alcoholic drink that is more than a few sips?"
"awb5_2y_alcohol_age","numeric","How old were you when you first had an alcoholic drink?"
"awb5_2y_alcohol_frqncy","haven_labelled","How many times have you had an alcoholic drink in the last 12 months?"
"awb5_2y_alcohol_qntty","haven_labelled","Have you ever had 5+ alcoholic drinks at a time?"
"awb5_2_yalcohol_y_qntty_age","numeric","How old were you when you first had 5+ alcohol drinks?"
"awb5_2_yalcohol_y_qntty_frqncy","haven_labelled","How many times have you had 5+ alcoholic drinks in the last 12 months?"
"awb5_2y_alcohol_lctn___1","haven_labelled","I got alcohol from parents to drink with them in past week"
"awb5_2y_alcohol_lctn___2","haven_labelled","I got alcohol from parents to drink with friends in past week"
"awb5_2y_alcohol_lctn___3","haven_labelled","I took/stole alcohol from home in past week"
"awb5_2y_alcohol_lctn___4","haven_labelled","I bought alcohol from supermarket in past week"
"awb5_2y_alcohol_lctn___5","haven_labelled","I bought alcohol from off licence in past week"
"awb5_2y_alcohol_lctn___6","haven_labelled","I got stranger to buy alcohol from supermarket in past week"
"awb5_2y_alcohol_lctn___7","haven_labelled","I got stranger to buy alcohol from off licence in past week"
"awb5_2y_alcohol_lctn___8","haven_labelled","I got friend/sibling to buy alcohol for me in past week"
"awb5_2y_alcohol_lctn___9","haven_labelled","I bought alcohol in a pub/club in past week"
"awb5_2y_alcohol_lctn___10","haven_labelled","I got alcohol some other way in past week (describe)"
"awb5_2y_alcohol_lctn_1","character","Have you bought alcoholic drinks at any of these places in past week?"
"awb5_2y_alcohol_whch_1___1","haven_labelled","Have you had no alcohol in the past 7 days?"
"awb5_2y_alcohol_whch_1___2","haven_labelled","Have you had pre-mixed spirits in past 7 days?"
"awb5_2y_alcohol_whch_1___3","haven_labelled","Have you had beer/lager in past 7 days?"
"awb5_2y_alcohol_whch_1___4","haven_labelled","Have you had any spirits in past 7 days?"
"awb5_2y_alcohol_whch_1___5","haven_labelled","Have you had cider/perry in past 7 days?"
"awb5_2y_alcohol_whch_1___6","haven_labelled","Have you have fortified wine in past 7 days?"
"awb5_2y_alcohol_whch_1___7","haven_labelled","Have you had wine in past 7 days?"
"awb5_2y_alcohol_whch_1___8","haven_labelled","Have you had any other alcohol in past 7 days?"
"awb5_2y_alcohol_lctn_2","character","Which drinks have you had in past week? Describe"
"awb5_2y_alcohol_prnts","haven_labelled","If you ever drink alcohol, do your parents/carers know?"
"awb5_drugs","haven_labelled","Have you ever taken drugs?"
"awb5_2_drugs_1","haven_labelled","Have you ever taken cannibis?"
"awb5_2_cannabis_pstyr","haven_labelled","In the past year how many times have you taken cannabis?"
"awb5_2_drugs_2","haven_labelled","Have you ever taken cocaine?"
"awb5_2_cocaine_pstyr","haven_labelled","In the past year how many times have you taken cocaine?"
"awb5_2_drugs_3","haven_labelled","Have you ever taken acid or LSD?"
"awb5_2_acid_pstyr","haven_labelled","In the past year how many times have you taken acid or LSD?"
"awb5_2_drugs_4","haven_labelled","Have you ever taken ecstasy?"
"awb5_2_ecstasy_pstyr","haven_labelled","In the past year how many times have you taken ecstasy?"
"awb5_2_drugs_5","haven_labelled","Have you ever taken heroin?"
"awb5_2_heroin_pstyr","haven_labelled","In the past year how many times have you taken heroin?"
"awb5_2_drugs_6","haven_labelled","Have you ever taken crack?"
"awb5_2_crack_pstyr","haven_labelled","In the past year how many times have you taken crack?"
"awb5_2_drugs_7","haven_labelled","Have you ever taken speed or amphetamines?"
"awb5_2_speed_pstyr","haven_labelled","In the past year how many times have you taken speed or amphetamines?"
"awb5_2_drugs_8","haven_labelled","Have you ever taken methamphetamine?"
"awb5_2_meth_pstyr","haven_labelled","In the past year how many times have you taken Methamphetamine?"
"awb5_2_drugs_9","haven_labelled","Have you ever taken semeron?"
"awb5_2_smrn_pstyr_a5","haven_labelled","In the past year, how many times have you taken semeron?"
"awb5_2_drugs_10","haven_labelled","Have you ever taken ketamine?"
"awb5_2_ket_pstyr","haven_labelled","In the past year how many times have you taken Ketamine?"
"awb5_2_drugs_11","haven_labelled","Have you ever taken mephedrone?"
"awb5_2_mephedrone_pstyr","haven_labelled","In the past year how many times have you taken Mephedrone?"
"awb5_2_drugs_12","haven_labelled","Have you ever taken spice?"
"awb5_2_spice_pstyr","haven_labelled","In the past year how many times have you taken spice?"
"awb5_2_drugs_13","haven_labelled","Have you ever taken magic mushrooms?"
"awb5_2_mushrooms_pstyr","haven_labelled","In the past year how many times have you taken magic mushrooms?"
"awb5_2_drugs_14","haven_labelled","Have you ever taken salvia?"
"awb5_2_salvia_pstyr","haven_labelled","In the past year how many times have you taken salvia?"
"awb5_2_drugs_15","haven_labelled","Have you ever taken nitrous oxide?"
"awb5_2_nitrous_pstyr","haven_labelled","In the past year how many times have you taken nitrous oxide?"
"awb5_2_drugs_16","haven_labelled","Have you ever taken poppers?"
"awb5_2_poppers_pstyr","haven_labelled","In the past year how many times have you taken poppers?"
"awb5_2_drugs_17","haven_labelled","Have you ever taken prescription drugs not prescribed to you?"
"awb5_2_prescription_pstyr","haven_labelled","In the past year how many times have you taken prescription drugs for recreation"
"awb5_2_gambling_1_a5","haven_labelled","Have you spent any money on the Lotto?"
"awb5_2_gambling_2_a5","haven_labelled","Have you spent any money on shop bought Scratchcards?"
"awb5_2_gambling_3_a5","haven_labelled","Have you spent any money on National Lottery instant win games?"
"awb5_2_gambling_4_a5","haven_labelled","Have you spent any money on National Lottery games?"
"awb5_2_gambling_5_a5","haven_labelled","Have you spent any money on other lotteries?"
"awb5_2_gambling_6_a5","haven_labelled","Have you spent any money on fruit/slot machines?"
"awb5_2_gambling_7_a5","haven_labelled","Have you spent any money on placing private bet for money?"
"awb5_2_gambling_8_a5","haven_labelled","Have you spent any money on playing cards for money?"
"awb5_2_gambling_9_a5","haven_labelled","Have you spent any money on bingo at a bingo club?"
"awb5_2_gambling_10_a5","haven_labelled","Have you spent any money on bingo at somewhere other than bingo club?"
"awb5_2_gambling_11_a5","haven_labelled","Have you visited a betting shop to play machines?"
"awb5_2_gambling_12_a5","haven_labelled","Have you personally placed a bet at a betting shop?"
"awb5_2_gambling_13_a5","haven_labelled","Have you visited a casino to play casino games?"
"awb5_2_gambling_14_a5","haven_labelled","Have you spent any money on gambling websites/apps for real money?"
"awb5_2_gambling_pstyr1_a5","haven_labelled","In the past 12 months has your gambling ever led to arguments with family/friend"
"awb5_2_gambling_pstyr2_a5","haven_labelled","Has your gambling led to you lying to friends/family in past 1yr?"
"awb5_2_gambling_pstyr3_a5","haven_labelled","In the past 12 months has your gambling ever led to missing school?"
"awb5_2_tkn_mny_r8___1","haven_labelled","I've never taken money without permission to spend on gambling"
"awb5_2_tkn_mny_r8___2","haven_labelled","I've taken dinner/fare money to spend on gambling in past year"
"awb5_2_tkn_mny_r8___3","haven_labelled","I've taken money from family to spend on gambling in past year"
"awb5_2_tkn_mny_r8___4","haven_labelled","I've taken money from things I've sold to spend on gambling in past year"
"awb5_2_tkn_mny_r8___5","haven_labelled","I've taken money from outside the family to spend on gambling in past yr"
"awb5_2_tkn_mny_r8___6","haven_labelled","I've taken money from elsewhere to spend on gambling in past year"
"awb5_2_tkn_mny_r8___7","haven_labelled","I'd prefer not to say where I've taken money from to spend on gambling"
"awb5_2_fam_spend1_a5","haven_labelled","Have you spent any money on the lotto in past year?"
"awb5_2_fam_spend2_a5","haven_labelled","Have you spent any money on the slot machines in past year?"
"awb5_2_fam_spend3_a5","haven_labelled","Have you visited a betting shop to play game machines in past year?"
"awb5_2_fam_spend4_a5","haven_labelled","Have you placed a bet at a betting shop in past year?"
"awb5_2_fam_spend5_a5","haven_labelled","Have you played bingo at a bingo club in past year?"
"awb5_2_fam_spend6_a5","haven_labelled","Have you played bingo elsewhere in past year?"
"awb5_2_fam_spend7_a5","haven_labelled","Have you visited a casino to play casino games in past year?"
"awb5_2_fam_spend8_a5","haven_labelled","Have you spent any money gambling websites in past year?"
"awb5_2_fam_spend9_a5","haven_labelled","Have you spent any money other gambling in past year?"
"awb5_2_online_gamb1_a5","haven_labelled","When, if ever, did you last play an online gambling-style game?"
"awb5_2_online_gamb2_a5___1","haven_labelled","Did you use social media website to gamble?"
"awb5_2_online_gamb2_a5___2","haven_labelled","Did you use social media apps to gamble?"
"awb5_2_online_gamb2_a5___3","haven_labelled","Did you use free demo games on gambling websites?"
"awb5_2_online_gamb2_a5___4","haven_labelled","Did you use free demo games on gambling apps?"
"awb5_2_online_gamb2_a5___5","haven_labelled","Did you use another type of app to gamble?"
"awb5_2_online_gamb2_a5___6","haven_labelled","Did you use another website to gamble?"
"awb5_2_online_gamb2_a5___7","haven_labelled","Did you use another way to gamble?"
"awb5_2_online_gamb2_a5___8","haven_labelled","You don't know/can't remember what you used to gamble"
"awb5_2_online_gamb3_a5___1","haven_labelled","Have you ever paid money to buy in-game items?"
"awb5_2_online_gamb3_a5___2","haven_labelled","Have you ever paid money to unlock in-game items?"
"awb5_2_online_gamb3_a5___3","haven_labelled","Have you ever bet with in-game items outside of the game?"
"awb5_2_online_gamb3_a5___4","haven_labelled","You haven't used any way to buy in-game items"
"awb5_2y_knife","haven_labelled","Have you carried a knife/other weapon in past year?"
"awb5_2y_gang","haven_labelled","Are you a member of a gang? A street gang is a group of young people who hang ar"
"awb5_2_contactpolice_1","haven_labelled","Have you ever been stopped and questioned by the police?"
"awb5_2_contactpolice_2","haven_labelled","Have you ever been given a formal warning or caution by a police officer?"
"awb5_2_contactpolice_3","haven_labelled","Have you ever been arrested by a police officer and taken to a police station?"
"awb5_2y_gang_6","haven_labelled","Have you appeared in court because you were accused of a crime?"
"awb5_2y_gang_5","haven_labelled","Were you found guilty or not guilty?"
"awb4_1_physical_actvty_1_a5","haven_labelled","How many mornings actively travel to school in past week?"
"awb4_1_physical_actvty_2_a5","haven_labelled","How often were you active in PE in past week?"
"awb4_1_physical_actvty_3_a5","haven_labelled","What did you normally do at lunch in past week?"
"awb4_1_physical_actvty_4_a5","haven_labelled","What did you normally do at break time in past week?"
"awb4_1_physical_actvty_5_a5","haven_labelled","How many afternoons did you actively travel from school in past week?"
"awb4_1_physical_actvty_6_a5","haven_labelled","How many days did you do sports after school in past week?"
"awb4_1_physical_actvty_7_a5","haven_labelled","How many evenings did you do sports in past week?"
"awb4_1_physical_actvty_8_a5","haven_labelled","How many times were you active last weekend?"
"awb4_1_sick_a5","haven_labelled","Were you sick last week, or did anything prevent your normal physical activities?"
"awb4_1y_sick_a5","character","What prevented you doing normal physical activities in past week?"
"awb4_2_outside_schl_1_r7","haven_labelled","How long did you watch TV outside of school?"
"awb4_2_outside_schl_2_r7","haven_labelled","How long did you play video games outside of school?"
"awb4_2_outside_schl_3_r7","haven_labelled","How long did you use computers/tablets outside of school?"
"awb4_2_outside_schl_4_r7","haven_labelled","How long did you use a mobile outside of school?"
"awb4_2_overall_a5","haven_labelled","What are your typical sedentry habits at home?"
"awb4_3_times2_a5","haven_labelled","On school nights, what time do you typically fall asleep at?"
"awb4_3_times3_a5","haven_labelled","On school nights, what time do you typically wake up for the day at?"
"awb4_3_times4_a5","haven_labelled","On non-school nights, what time do you typically fall asleep at?"
"awb4_3_times5_a5","haven_labelled","On non-school nights, what time do you typically wake up for the day at?"
"awb4_3_nap_a5","haven_labelled","Do you ever take naps during the day?"
"awb4_3_alert_tod_a5","haven_labelled","Some people feel more active and alert at certain times of the day. Please indic"
"awb4_3_fall_asleep_a5","haven_labelled","When youre in bed and the lights are turned off..."
"awb4_3_wake_drng_nght_a5","haven_labelled","Do you wake up during the night?"
"awb4_3_wake_drng_nght2_r7","haven_labelled","When you wake up during the night..."
"awb4_3_sleep_well_nght_a5","haven_labelled","Do you sleep well at night?"
"awb4_3_sleep_drngday_a5","haven_labelled","How likely are you to feel sleepy during the day?"
"awb5_2_online_gamb2_a5","haven_labelled","How do you play online gambling games for real money?"
"awb5_2_online_gamb3_a5","haven_labelled","In which ways have you ever used in-game items/currency?"
"awb5_2_tkn_mny_r8","haven_labelled","Have you taken money without permission to gamble in past year?"
"edeqs_total","numeric","Eating Disorder Examination (higher = more disordered)"
"edeqs_nas","numeric","Eating Disorder Examination NAs"
"edeqs_missing","numeric","Eating Disorder Examination missing"
"edeqs_cat","character","Eating Disorder Examination category"
"paqa_total","numeric","Physical Activity Questionnaire (higher = more active)"
"paqa_nas","numeric","Physical Activity Questionnaire NAs"
"paqa_missing","numeric","Physical Activity Questionnaire missing"
"paqa_mean","numeric","Physical Activity Questionnaire  (higher = more active)"
"yapsed_total","numeric","Youth Activity Profile (higher = more sedentary)"
"yapsed_nas","numeric","Youth Activity Profile NAs"
"yapsed_missing","numeric","Youth Activity Profile missing"
"yapsed_mean","numeric","Youth Activity Profile mean (higher = more sedentary)"
