"Variable_name","Variable_type","Variable_label"
"awb7_2_progrssng_a5","haven_labelled","Im worried about progressing in the future"
"awb7_2_dnt_do_well_a5","haven_labelled","If I dont do well in school, Ill be a failure"
"awb7_2_acad_strss_r8","haven_labelled","I often feel stressed because of the pressure to do well in school"
"awb7_2_test_wrries_a5","haven_labelled","I worry about doing well in tests, exams and assessments"
"awb7_2_too_mny_exms_a5","haven_labelled","I have too many tests, exams and assessments"
"awb2_7_friends_physcl_a5","haven_labelled","How many in-person friends do you have?"
"awb2_7_friends_onln_a5","haven_labelled","How many online friends do you have?"
"awb2_7_friends_clse_a5","haven_labelled","Do you have any close friends?"
"awb2_7y_friends_clse_a5","haven_labelled","How many of your close friends are from the same ethnic group?"
"awb2_7_friends_clse_1_a5","haven_labelled","How many of your close friends work hard at school?"
"awb2_7_friends_clse_2_a5","haven_labelled","How many of your close friends get into a lot of trouble at school?"
"awb7_1_ask_any_q","character","If you could ask any teenager in Bradford any question about school, what would it be?"
"awb8_1_attitudes_1","haven_labelled","It is less important for women to go out to work than men."
"awb8_1_attitudes_2","haven_labelled","I like clothing with popular labels."
"awb8_1_attitudes_3","haven_labelled","It bothers me if my friends have things I dont."
"awb8_1_values_1","haven_labelled","How important is it for you to be well liked?"
"awb8_1_values_2","haven_labelled","How important is it for you to work hard?"
"awb8_1_morality_1","haven_labelled","Is it wrong for someone your age to start a fight?"
"awb8_1_morality_2","haven_labelled","Is it wrong for someone your age to spray paint on buildings?"
"awb8_1_morality_3","haven_labelled","Is it wrong for someone your age to steal something from a shop?"
"awb8_1_morality_4","haven_labelled","Is it wrong for someone your age to download content without paying?"
"awb8_2y_migration_1","haven_labelled","Have any of your parents/guardians migrated from another country?"
"awb8_2y_migration_2","haven_labelled","Have any of your grandparents migrated from another country?"
"awb8_2y_migration","character","Which country did they migrate from?"
"awb8_3_bully","haven_labelled","How often have you taken part in bullying somebody at school?"
"awb8_2_bullied","haven_labelled","How often have you been bullied at school in the past couple of months?"
"awb8_2_bully_onlne","haven_labelled","In the past couple of months, how often have you taken part in online bullying?"
"awb8_2_bullied_onlne","haven_labelled","How often have you taken part in bullying online?"
"awb8_2_club_1","haven_labelled","Have you ever been discouraged from joining a club/group?"
"awb8_2_club_rsn_1___1","haven_labelled","Were you discourage from joining a club/group because your ethnicity?"
"awb8_2_club_rsn_1___2","haven_labelled","Were you discourage from joining a club/group because your sex/gender?"
"awb8_2_club_rsn_1___3","haven_labelled","Were you discourage from joining a club/group because your disability?"
"awb8_2_club_rsn_1___4","haven_labelled","Were you discourage from joining a club/group because your religion?"
"awb8_2_club_rsn_1___5","haven_labelled","Were you discourage from joining a club/group because your class?"
"awb8_2_club_rsn_1___6","haven_labelled","Were you discourage from joining a club/group because your neurodiversity?"
"awb8_2_club_rsn_1___7","haven_labelled","Were you discourage from joining a club/group because your sexuality?"
"awb8_2_club_rsn_1___8","haven_labelled","Were you discourage from joining a club/group because of something else?"
"awb8_2_club_rsn_2","character","Why have you been discouraged for joining a club? Describe"
"awb8_2_excl_2","haven_labelled","Have others your age not included you in their activities?"
"awb8_2_excl_rsn_1___1","haven_labelled","Were you excluded from activities because of your ethnicity?"
"awb8_2_excl_rsn_1___2","haven_labelled","Were you excluded from activities because of your sex/gender?"
"awb8_2_excl_rsn_1___3","haven_labelled","Were you excluded from activities because of your disability?"
"awb8_2_excl_rsn_1___4","haven_labelled","Were you excluded from activities because of your religion?"
"awb8_2_excl_rsn_1___5","haven_labelled","Were you excluded from activities because of your class?"
"awb8_2_excl_rsn_1___6","haven_labelled","Were you excluded from activities because of your neurodiversity?"
"awb8_2_excl_rsn_1___7","haven_labelled","Were you excluded from activities because of your sexuality?"
"awb8_2_excl_rsn_1___8","haven_labelled","Were you excluded from activities because of something else?"
"awb8_2_excl_rsn_2","character","Why did others your age not include you in activities? Describe"
"awb8_2_age_3","haven_labelled","Have people expected less of you than others your age?"
"awb8_2_age_rsn_1___1","haven_labelled","Did people expect less of you because of your ethnicity?"
"awb8_2_age_rsn_1___2","haven_labelled","Did people expect less of you because of your sex/gender?"
"awb8_2_age_rsn_1___3","haven_labelled","Did people expect less of you because of your disability?"
"awb8_2_age_rsn_1___4","haven_labelled","Did people expect less of you because of your religion?"
"awb8_2_age_rsn_1___5","haven_labelled","Did people expect less of you because of your class?"
"awb8_2_age_rsn_1___6","haven_labelled","Did people expect less of you because of your neurodiversity?"
"awb8_2_age_rsn_1___7","haven_labelled","Did people expect less of you because of your sexuality?"
"awb8_2_age_rsn_1___8","haven_labelled","Did people expect less of you because of something else?"
"awb8_2_age_rsn_2","character","Why do people expect less of you than others? Describe"
"awb8_2_lang_4","haven_labelled","Have people assumed your English was poor?"
"awb8_2_lang_rsn_1___1","haven_labelled","Did people assume your English was poor because of your ethnicity?"
"awb8_2_lang_rsn_1___2","haven_labelled","Did people assume your English was poor because of your sex/gender?"
"awb8_2_lang_rsn_1___3","haven_labelled","Did people assume your English was poor because of your disability?"
"awb8_2_lang_rsn_1___4","haven_labelled","Did people assume your English was poor because of your religion?"
"awb8_2_lang_rsn_1___5","haven_labelled","Did people assume your English was poor because of your class?"
"awb8_2_lang_rsn_1___6","haven_labelled","Did people assume your English was poor because of your neurodiversity?"
"awb8_2_lang_rsn_1___7","haven_labelled","Did people assume your English was poor because of your sexuality?"
"awb8_2_lang_rsn_1___8","haven_labelled","Did people assume your English was poor because of something else?"
"awb8_2_lang_rsn_2","character","Why do people assume your English is poor? Describe"
"awb8_2_police_5","haven_labelled","Have you ever been hassled by police?"
"awb8_2_police_rsn_1___1","haven_labelled","Were you hassled by police because of your ethnicity?"
"awb8_2_police_rsn_1___2","haven_labelled","Were you hassled by police because of your sex/gender?"
"awb8_2_police_rsn_1___3","haven_labelled","Were you hassled by police because of your disability?"
"awb8_2_police_rsn_1___4","haven_labelled","Were you hassled by police because of your religion?"
"awb8_2_police_rsn_1___5","haven_labelled","Were you hassled by police because of your class?"
"awb8_2_police_rsn_1___6","haven_labelled","Were you hassled by police because of your neurodiversity?"
"awb8_2_police_rsn_1___7","haven_labelled","Were you hassled by police because of your sexuality?"
"awb8_2_police_rsn_1___8","haven_labelled","Were you hassled by police because of something else?"
"awb8_2_police_rsn_2","character","Why were you hassled by police? Describe"
"awb8_2_shop_6","haven_labelled","Have you ever been hassled by staff in a shop?"
"awb8_2_shop_rsn_1___1","haven_labelled","Were you hassled by staff in a shop because of your ethnicity?"
"awb8_2_shop_rsn_1___2","haven_labelled","Were you hassled by staff in a shop because of your sex/gender?"
"awb8_2_shop_rsn_1___3","haven_labelled","Were you hassled by staff in a shop because of your disability?"
"awb8_2_shop_rsn_1___4","haven_labelled","Were you hassled by staff in a shop because of your religion?"
"awb8_2_shop_rsn_1___5","haven_labelled","Were you hassled by staff in a shop because of your class?"
"awb8_2_shop_rsn_1___6","haven_labelled","Were you hassled by staff in a shop because of your neurodiversity?"
"awb8_2_shop_rsn_1___7","haven_labelled","Were you hassled by staff in a shop because of your sexuality?"
"awb8_2_shop_rsn_1___8","haven_labelled","Were you hassled by staff in a shop because of something else?"
"awb8_2_shop_rsn_2","character","Why were you hassled by staff in a shop? Describe"
"awb8_2_names_7","haven_labelled","Have you ever been called insulting names?"
"awb8_2_names_rsn_1___1","haven_labelled","Were you called insulting names because of your ethnicity?"
"awb8_2_names_rsn_1___2","haven_labelled","Were you called insulting names because of your sex/gender?"
"awb8_2_names_rsn_1___3","haven_labelled","Were you called insulting names because of your disability?"
"awb8_2_names_rsn_1___4","haven_labelled","Were you called insulting names because of your religion?"
"awb8_2_names_rsn_1___5","haven_labelled","Were you called insulting names because of your class?"
"awb8_2_names_rsn_1___6","haven_labelled","Were you called insulting names because of your neurodiversity?"
"awb8_2_names_rsn_1___7","haven_labelled","Were you called insulting names because of your sexuality?"
"awb8_2_names_rsn_1___8","haven_labelled","Were you called insulting names because of something else?"
"awb8_2_names_rsn_2","character","Why were you called insulting names? Describe"
"awb8_2_service_8","haven_labelled","Have you ever received poor service in a shop/restaurant?"
"awb8_2_service_rsn_1___1","haven_labelled","Did you received poor service because of your ethnicity?"
"awb8_2_service_rsn_1___2","haven_labelled","Did you received poor service because of your sex/gender?"
"awb8_2_service_rsn_1___3","haven_labelled","Did you received poor service because of your disability?"
"awb8_2_service_rsn_1___4","haven_labelled","Did you received poor service because of your religion?"
"awb8_2_service_rsn_1___5","haven_labelled","Did you received poor service because of your class?"
"awb8_2_service_rsn_1___6","haven_labelled","Did you received poor service because of your neurodiversity?"
"awb8_2_service_rsn_1___7","haven_labelled","Did you received poor service because of your sexuality?"
"awb8_2_service_rsn_1___8","haven_labelled","Did you received poor service because of something else?"
"awb8_2_service_rsn_2","character","Why did you receive poor service in a shop? Describe"
"awb8_2_int_9","haven_labelled","Have people ever acted as though you were not intelligent?"
"awb8_2_int_rsn_1___1","haven_labelled","Did people act as though you werent intelligent because of your ethnicity?"
"awb8_2_int_rsn_1___2","haven_labelled","Did people act as though you werent intelligent because of your sex/gender?"
"awb8_2_int_rsn_1___3","haven_labelled","Did people act as though you werent intelligent because of your disability?"
"awb8_2_int_rsn_1___4","haven_labelled","Did people act as though you werent intelligent because of your religion?"
"awb8_2_int_rsn_1___5","haven_labelled","Did people act as though you werent intelligent because of your class?"
"awb8_2_int_rsn_1___6","haven_labelled","Did people act as though you werent intelligent because of your neurodiversity?"
"awb8_2_int_rsn_1___7","haven_labelled","Did people act as though you werent intelligent because of your sexuality?"
"awb8_2_int_rsn_1___8","haven_labelled","Did people act as though you werent intelligent because of something else?"
"awb8_2_int_rsn_2","character","Why did people act as though you were not intelligent? Describe"
"awb8_2_afraid_10","haven_labelled","Have people ever acted like theyre afraid of you?"
"awb8_2_afraid_rsn_1___1","haven_labelled","Did people act afraid of you because of your ethnicity?"
"awb8_2_afraid_rsn_1___2","haven_labelled","Did people act afraid of you because of your sex/gender?"
"awb8_2_afraid_rsn_1___3","haven_labelled","Did people act afraid of you because of your disability?"
"awb8_2_afraid_rsn_1___4","haven_labelled","Did people act afraid of you because of your religion?"
"awb8_2_afraid_rsn_1___5","haven_labelled","Did people act afraid of you because of your class?"
"awb8_2_afraid_rsn_1___6","haven_labelled","Did people act afraid of you because of your neurodiversity?"
"awb8_2_afraid_rsn_1___7","haven_labelled","Did people act afraid of you because of your sexuality?"
"awb8_2_afraid_rsn_1___8","haven_labelled","Did people act afraid of you because of something else?"
"awb8_2_afraid_rsn_2","character","Why did people act as if they were afraid of you? Describe"
"awb8_2_threat_11","haven_labelled","Have you ever been threatened?"
"awb8_2_threat_rsn_1___1","haven_labelled","Were you threatened because of your ethnicity?"
"awb8_2_threat_rsn_1___2","haven_labelled","Were you threatened because of your sex/gender?"
"awb8_2_threat_rsn_1___3","haven_labelled","Were you threatened because of your disability?"
"awb8_2_threat_rsn_1___4","haven_labelled","Were you threatened because of your religion?"
"awb8_2_threat_rsn_1___5","haven_labelled","Were you threatened because of your class?"
"awb8_2_threat_rsn_1___6","haven_labelled","Were you threatened because of your neurodiversity?"
"awb8_2_threat_rsn_1___7","haven_labelled","Were you threatened because of your sexuality?"
"awb8_2_threat_rsn_1___8","haven_labelled","Were you threatened because of something else?"
"awb8_2_threat_rsn_2","character","Why were you threatened? Describe"
"awb6_1_social_media___1","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Facebook)"
"awb6_1_social_media___2","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Instagram)"
"awb6_1_social_media___3","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Twitter)"
"awb6_1_social_media___4","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=TikTok)"
"awb6_1_social_media___5","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Snapchat)"
"awb6_1_social_media___6","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Twitch)"
"awb6_1_social_media___7","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Omegle)"
"awb6_1_social_media___8","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Yubo)"
"awb6_1_social_media___9","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Kik)"
"awb6_1_social_media___10","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Discord)"
"awb6_1_social_media___11","haven_labelled","Which social media platforms do you use? Tick all that apply (choice=Other)"
"awb6_1_social_media_othr","character","Which social media platforms do you use? Describe"
"awb6_1_time_weekday","haven_labelled","How many hours spent using social media during term time?"
"awb6_1_time_weekend","haven_labelled","How many hrs do you spend using social media at weekend in term time?"
"awb6_1_positive_exp___1","haven_labelled","Has connecting with friends been a positive experience of social media?"
"awb6_1_positive_exp___2","haven_labelled","Has viewing enjoyable content been a positive experience of social media?"
"awb6_1_positive_exp___3","haven_labelled","Has learning new things  been a positive experience of social media?"
"awb6_1_positive_exp___4","haven_labelled","Has accessing support been a positive experience of social media?"
"awb6_1_positive_exp___5","haven_labelled","Has engaging positively with issues been a positive experience of social media?"
"awb6_1_positive_exp___6","haven_labelled","Has there been any other positive experience of social media?"
"awb6_1_positive_exp_othr","character","What have been your positive experiences of using social media? Describe"
"awb6_1_negative_exp_r5___1","haven_labelled","Has people being unpleasant about you been negative experience of social media?"
"awb6_1_negative_exp_r5___2","haven_labelled","Has people bullying you been a negative experience of social media?"
"awb6_1_negative_exp_r5___3","haven_labelled","Has upsetting content been a negative experience of social media?"
"awb6_1_negative_exp_r5___4","haven_labelled","Has sexually explicit images been a negative experience of social media?"
"awb6_1_negative_exp_r5___5","haven_labelled","Has regrettably posting something online been a negative experience of social media?"
"awb6_1_negative_exp_r5___6","haven_labelled","You havent experience any negative experience of social media"
"awb6_1_negative_exp_r5___7","haven_labelled","Youve had a negative experience of social media for another reason"
"awb6_1_neg_exp_othr_r5","character","What have been your negative experiences of using social media? Describe"
"awb6_1_pos_neg","haven_labelled","Has your experience of using social media been mostly positive or negative?"
"awb6_2_dgt_school___1","haven_labelled","Do you have access to desktop PCs in school?"
"awb6_2_dgt_school___2","haven_labelled","What digital devices do you have access to at school? (choice=Laptops)"
"awb6_2_dgt_school___3","haven_labelled","What digital devices do you have access to at school? (choice=Tablets/iPads)"
"awb6_2_dgt_school___4","haven_labelled","Do you have access to VR headsets in school?"
"awb6_2_dgt_school___5","haven_labelled","What digital devices do you have access to at school? (choice=Smartphones)"
"awb6_2_dgt_school___6","haven_labelled","What digital devices do you have access to at school? (choice=Other)"
"awb6_2_dgt_school_othr","character","What digital devices do you have access to at school? Describe"
"awb6_2_digital_maths","haven_labelled","How often do you use digital devices in Maths?"
"awb6_2_digital_english","haven_labelled","How often do you use digital devices in English?"
"awb6_2_digital_science","haven_labelled","How often do you use digital devices in Science?"
"awb6_2_digital_history","haven_labelled","How often do you use digital devices in History?"
"awb6_2_digital_geography","haven_labelled","How often do you use digital devices in Geography?"
"awb6_2_digital_dt","haven_labelled","How often do you use digital devices in Design and Technology?"
"awb6_2_digital_art","haven_labelled","How often do you use digital devices in Art and Design?"
"awb6_2_digital_music","haven_labelled","How often do you use digital devices in Music?"
"awb6_2_digital_pe","haven_labelled","How often do you use digital devices in Physical Education (PE)?"
"awb6_2_digital_ict","haven_labelled","How often do you use digital devices in Computing (ICT)?"
"awb6_2_digital_pshe","haven_labelled","How often do you use digital devices in PSHE?"
"awb6_3_online_matrl_maths","haven_labelled","How often do you use online material to help with math homework?"
"awb6_3_online_matrl_eng","haven_labelled","How often do you use online material to help with English homework?"
"awb6_3_online_matrl_his","haven_labelled","How often do you use online material to help with history homework?"
"awb6_3_online_matrl_geo","haven_labelled","How often do you use online material to help with geography homework?"
"awb6_3_online_matrl_dt","haven_labelled","How often do you use online material to help with design & technology homework?"
"awb6_3_online_matrl_art","haven_labelled","How often do you use online material to help with art homework?"
"awb6_3_online_matrl_musc","haven_labelled","How often do you use online material to help with music homework?"
"awb6_3_online_matrl_pe","haven_labelled","How often do you use online material to help with PE homework?"
"awb6_3_online_matrl_ict","haven_labelled","How often do you use online material to help with ICT homework?"
"awb6_3_online_matrl_pshe","haven_labelled","How often do you use online material to help with PSHE homework?"
"awb6_3_out_lesson","haven_labelled","How often are you able to access digital devices at school outside timetabled le"
"aowb6_4_dig_dev_maths_1","haven_labelled","Do you feel that using digital devices helps you get better results in Maths?"
"aowb6_4_dig_dev_eng_2","haven_labelled","Do you feel that using digital devices helps you get better results in English?"
"aowb6_4_dig_dev_sci_3","haven_labelled","Do you feel that using digital devices helps you get better results in Science?"
"aowb6_4_dig_dev_his_4","haven_labelled","Do you feel that using digital devices helps you get better results in History?"
"aowb6_4_dig_dev_geo_5","haven_labelled","Do you feel that using digital devices helps you get better results in Geography"
"aowb6_4_dig_dev_dt_6","haven_labelled","Does using digital devices help with better results in design & technology?"
"aowb6_4_dig_dev_art_7","haven_labelled","Does using digital devices help with better results in art?"
"aowb6_4_dig_dev_music_8","haven_labelled","Do you feel that using digital devices helps you get better results in Music?"
"aowb6_4_dig_dev_pe_9","haven_labelled","Do you feel that using digital devices helps you get better results in Physical"
"aowb6_4_dig_dev_ict_10","haven_labelled","Do you feel that using digital devices helps you get better results in Computing"
"aowb6_4_dig_dev_pshe_11","haven_labelled","Does using digital devices help with better results in PSHE?"
"awb6_4_device_help___1","haven_labelled","Do you ask teachers for digital device help at school?"
"awb6_4_device_help___2","haven_labelled","Do you ask ICT staff for digital device help at school?"
"awb6_4_device_help___3","haven_labelled","Do you ask classmates for digital device help at school?"
"awb6_4_device_help___4","haven_labelled","Do you ask friends for digital device help at school?"
"awb6_4_device_help___5","haven_labelled","Do you ask nobody for digital device help at school?"
"awb6_4_device_help___6","haven_labelled","Do you ask others for digital device help at school?"
"awb6_4_device_help_othr","character","When using digital devices at school, who do you ask for help? Describe"
"awb6_5_dev_n_home","haven_labelled","How many digital devices are available to you at home?"
"awb6_5_dev_help_hm___1","haven_labelled","Do you ask parents for help using digital devices at home?"
"awb6_5_dev_help_hm___2","haven_labelled","Do you ask siblings for help using digital devices at home?"
"awb6_5_dev_help_hm___3","haven_labelled","Do you ask relatives for help using digital devices at home?"
"awb6_5_dev_help_hm___4","haven_labelled","Do you ask friends for help using digital devices at home?"
"awb6_5_dev_help_hm___5","haven_labelled","Do you ask neighbours for help using digital devices at home?"
"awb6_5_dev_help_hm___6","haven_labelled","Do you ask nobody for help using digital devices at home?"
"awb6_5_dev_help_hm___7","haven_labelled","Do you ask anybody else for help using digital devices at home?"
"awb6_5_dev_help_hm_othr","character","Who do you ask for help when using digital devices at home? Describe"
"awb6_6_int_hme","haven_labelled","Do you have access to the internet at home?"
"awb6_6_int_hme_gd","haven_labelled","How good is your internet at home?"
"awb6_6_int_hme_hrs","haven_labelled","How much time do you spend on the internet at home on a school day?"
"awb6_6_int_hme_hrs_wknd","haven_labelled","How much time do you spend on the internet at home on a weekend day?"
"awb6_7_dig_sklls___1","haven_labelled","Have you done any training for coding activities/clubs?"
"awb6_7_dig_sklls___2","haven_labelled","Have you done any training for web development?"
"awb6_7_dig_sklls___3","haven_labelled","Have you done any training for virtual reality?"
"awb6_7_dig_sklls___4","haven_labelled","Have you done any training for graphic design?"
"awb6_7_dig_sklls___5","haven_labelled","Have you done any training for video editing?"
"awb6_7_dig_sklls___6","haven_labelled","Have you done any training for online content creation?"
"awb6_7_dig_sklls___7","haven_labelled","Have you done any training for other digital skills?"
"awb6_7_dig_sklls_othr","character","Have you ever done any classes in digital skils? Describe"
"awb6_7_training_1","haven_labelled","How often do you do classes, workshops or training in coding activities/clubs?"
"awb6_7_training_2","haven_labelled","How often do you do classes, workshops or training in web development?"
"awb6_7_training_3","haven_labelled","How often do you do classes, workshops or training in virtual reality?"
"awb6_7_training_4","haven_labelled","How often do you do classes, workshops or training in graphic design (such as Ad"
"awb6_7_training_5","haven_labelled","How often do you do classes, workshops or training in video editing?"
"awb6_7_training_6","haven_labelled","How often do you do classes, workshops or training in online content creation?"
"awb6_7_opp_dig_sklls___1","haven_labelled","Would you ask school staff about opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls___2","haven_labelled","Would you search online for opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls___3","haven_labelled","Would you visit a local place for opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls___4","haven_labelled","Would you ask your friends about opportunities to learn digital skill?"
"awb6_7_opp_dig_sklls___5","haven_labelled","Would you ask a relative about opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls___6","haven_labelled","Would you know who to ask about opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls___7","haven_labelled","Would you find out about opportunities to learn digital skills another way?"
"awb6_7_opp_dig_sklls_r8___1","haven_labelled","Would you ask school staff about opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls_r8___2","haven_labelled","Would you search online for opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls_r8___3","haven_labelled","Would you visit a local place for opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls_r8___4","haven_labelled","Would you ask your friends about opportunities to learn digital skill?"
"awb6_7_opp_dig_sklls_r8___5","haven_labelled","Would you ask a relative about opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls_r8___6_on","haven_labelled","Would you know who to ask about opportunities to learn digital skills?"
"awb6_7_opp_dig_sklls_r8___7","haven_labelled","Would you find out about opportunities to learn digital skills another way?"
"awb6_7_opp_dig_sklls_othr","character","Where would you find out about opportunities to learn digital skills? Describe"
"awb6_8_attd_tech_1","haven_labelled","I will probably choose a job in technology"
"awb6_8_attd_tech_2","haven_labelled","If there was a school club about technology I would certainly join it"
"awb6_8_attd_tech_3","haven_labelled","I think machines are boring"
"awb6_8_attd_tech_4","haven_labelled","Most jobs in technology are boring"
"awb6_8_attd_tech_5","haven_labelled","Technology is very important in life"
"awb6_8_attd_tech_6","haven_labelled","Technology makes everything work better"
"awb6_8_attd_tech_7","haven_labelled","You have to be smart to study technology"
"awb6_8_attd_tech_8","haven_labelled","You can study technology only when you are good at both mathematics and science"
"awb6_8_attd_tech_9","haven_labelled","Boys are able to do practical things better than girls"
"awb6_8_attd_tech_10","haven_labelled","How much do you agree? Girls are more capable of doing technical jobs than boys"
"awb6_8_attd_tech_11","haven_labelled","Working in technology would be interesting"
"awb6_8_attd_tech_12","haven_labelled","There should be more education about technology"
"awb6_8_attd_tech_13","haven_labelled","I worry about the impact of technology use on my health"
"awb6_8_attd_tech_14","haven_labelled","I worry about how technology companies might use my data"
"awb6_8_attd_tech_15","haven_labelled","I feel safe online"
"awb6_8_cnfdnt_1","haven_labelled","I feel confident using digital devices for my own work/study"
"awb6_8_cnfdnt_2","haven_labelled","I feel confident using digital devices for my own leisure e.g. social media"
"awb6_8_smedia_habits","character","If you could asked teenagers in Bradford their digital habits, what would it be?"
"awb7_1_bullying_1_off","haven_labelled","Is bullying a problem at your school?"
"awb7_1_activities","haven_labelled","How frequently do you take part in school activities outside of lessons?"
"awb8_2_migration","haven_labelled","Do you have experience of migration?"
"have_any_of_the_following","haven_labelled","Have any of the following happened to you in the last month?"
"have_any_of_the_following_2","haven_labelled","Do you think you are being picked on or bullied for any of the following?"
"awb6_5_dgt_home_r8___1","haven_labelled","Do you have access to desktop PCs at home?"
"awb6_5_dgt_home_r8___2","haven_labelled","Do you have access to laptops at home?"
"awb6_5_dgt_home_r8___3","haven_labelled","Do you have access to tablets/ipads at home?"
"awb6_5_dgt_home_r8___4","haven_labelled","Do you have access to VR headsets at home?"
"awb6_5_dgt_home_r8___5","haven_labelled","Do you have access to smartphones at home?"
"awb6_5_dgt_home_r8___6","haven_labelled","Do you have access to other digital devices at home?"
"awb6_7_opp_dig_sklls_r8___6_off","haven_labelled","[offline version] You would know who/where ... opportunities for digital skills"
"awb7_1_safe1_r8","haven_labelled","I feel safe when I am at school"
"awb6_1_negative_exp_r5","haven_labelled","What have been your negative experiences of using social media?"
"awb6_5_dgt_home_r8","haven_labelled","What kind of digital devices do you have access to at home?"
"awb6_7_opp_dig_sklls","haven_labelled","Where would you go to find out about opportunities to learn digital skills?"
"addi_inst_exp","numeric","Adolescent Discrimination Distress Index Institutional (higher = more discrim)"
"addi_peer_exp","numeric","Adolescent Discrimination Distress Index Peer  (higher = more discrim)"
"addi_total","numeric","Adolescent Discrimination Distress Index total  (higher = more discrimination)"
"addi_nas","numeric","Adolescent Discrimination Distress Index NAs"
"addi_missing","numeric","Adolescent Discrimination Distress Index missing"
"patt_career","numeric","Pupils attitudes toward technology (higher = more likely to choose tech job)"
"patt_interest","numeric","Pupils attitudes toward technology (higher = finds tech more interesting)"
"patt_tedious","numeric","Pupils attitudes toward technology (higher = finds tech more tedious)"
"patt_conseq","numeric","Pupils attitudes toward technology (higher = more positive consequences)"
"patt_diff","numeric","Pupils attitudes toward technology (higher = tech more difficult)"
"patt_gender","numeric","Pupils attitudes toward technology (higher = tech is for both boys and girls)"
"patt_nas","numeric","Pupils attitudes toward technology mean score: NAs"
